,Unnamed: 0,date2,hour,favorites count,favorites mean,retweets mean,retweets count,RT_score mean,RT_score count,fav_score mean,Daily Weight mean,Daily Weight count,blob_sent mean,subjectivity mean,vader_sent mean,Close,price dir,movement,month
1742,1742,2019-03-22,4,4,1453.75,245.0,4,3.014451157215268,4,4.492499318173008,7.506950475388275,4,3.4291200309359757,0.725,1.4939997611165494,3981.71,0.214,1.0,3.0
1743,1743,2019-03-22,5,4,2329.75,55.75,4,3.1803221543993643,4,5.809848173621238,8.990170328020604,4,2.8976990915499097,0.325,5.744696695108324,3987.71,0.276,1.0,3.0
1744,1744,2019-03-22,7,1,0.0,0.0,1,0.0,1,0.0,0.0,1,0.0,1.0,-0.7264,3978.59,-2.284,0.0,3.0
1745,1745,2019-03-22,8,2,319.0,11.5,2,1.545521226679158,2,4.60276440748948,6.148285634168639,2,-0.138629436111989,0.3,0.0,3985.01,-0.3,0.0,3.0
1746,1746,2019-03-22,9,2,22757.5,13103.5,2,7.172842882620566,2,7.863232255365892,15.036075137986458,2,0.0,0.0,0.0,3984.58,0.574,1.0,3.0
1747,1747,2019-03-22,10,5,7842.8,4795.8,5,4.113791597753771,5,4.811303887897775,9.325095485651543,5,-2.2292150124411187,0.3237878787878788,-0.2188679000696829,3985.3,-0.482,0.0,3.0
1748,1748,2019-03-22,11,6,40.0,5.333333333333333,6,0.8895896799502196,6,2.537467072879477,3.427056752829697,6,0.1915312232969892,0.2807539682539682,-0.9602604698034845,3987.11,0.83,1.0,3.0
1749,1749,2019-03-22,12,11,441.9090909090909,113.36363636363636,11,2.110974898846945,11,3.316389379717508,6.518273369473544,11,-0.0247341354807475,0.0936868686868686,0.8776952716619761,3994.81,3.244,1.0,3.0
1750,1750,2019-03-22,13,8,71.75,31.125,8,2.201542406761338,8,2.9190597080342244,6.370602114795561,8,0.0960329407554141,0.1326388888888889,-2.165195332638084,3990.02,1.002,1.0,3.0
1751,1751,2019-03-22,14,3,16.333333333333332,11.333333333333334,3,1.7472490050198808,3,1.9227736652645904,5.003356003617804,3,0.5025351690735148,0.0407407407407407,0.3637142562241384,4000.0,3.084,1.0,3.0
1752,1752,2019-03-22,15,9,7.888888888888889,1.8888888888888888,9,0.6292178311262162,9,1.6926700073754335,3.4329989496127613,9,-0.0954420255667301,0.2691358024691357,0.5443388813126511,3993.31,1.602,1.0,3.0
1753,1753,2019-03-22,16,9,107.0,18.88888888888889,9,0.9327555048002414,9,2.090434590488021,4.134301206399373,9,0.5721972166831197,0.1388888888888889,0.999163974072737,3997.69,2.116,1.0,3.0
1754,1754,2019-03-22,17,7,28.142857142857142,10.714285714285714,7,1.5539851768207045,7,2.495620898733442,5.049606075554147,7,-0.2701348556961143,0.25,1.1905042436756772,3998.48,0.734,1.0,3.0
1755,1755,2019-03-22,18,8,57.625,12.25,8,1.296982920740865,8,2.257863220828409,4.679846141569274,8,0.090286496954438,0.1184027777777777,0.7795488992278511,3997.03,1.402,1.0,3.0
1756,1756,2019-03-22,19,1,70.0,16.0,1,2.772588722239781,1,4.248495242049359,8.02108396428914,1,0.0,0.0,0.0,3996.38,-0.724,0.0,3.0
1757,1757,2019-03-22,20,11,4.181818181818182,0.5454545454545454,11,0.1260267601018082,11,1.005350743183895,2.313195685103885,11,0.099742259989947,0.1367768595041322,0.1955070153033747,3985.0,-1.662,0.0,3.0
1758,1758,2019-03-22,21,2,167.5,70.5,2,2.470821211304652,2,4.043205137661891,7.514026348966544,2,-0.7328417253086901,0.1875,2.592428887751825,3988.96,-1.746,0.0,3.0
1759,1759,2019-03-22,22,2,12.5,6.0,2,1.7776740307447068,2,2.505317647048128,5.282991677792834,2,0.0,0.0,0.791173259526779,3990.94,-1.508,0.0,3.0
1760,1760,2019-03-22,23,4,10.5,2.75,4,0.8502993454155388,4,1.7405608660665517,3.5908602114820907,4,-0.1566207139315062,0.65,0.4354572129823589,3986.93,-2.02,0.0,3.0
1761,1761,2019-03-23,0,3,13.0,2.333333333333333,3,0.6931471805599453,3,2.4755163574657684,3.1686635380257133,3,-0.3168663538025713,0.6,0.0,3982.39,-2.798,0.0,3.0
1762,1762,2019-03-23,3,2,24.0,8.0,2,1.9356005054539451,2,3.155867404576457,5.091467910030403,2,-0.2165366670143165,0.3,0.0,4004.34,2.68,1.0,3.0
1763,1763,2019-03-23,5,2,44.0,15.0,2,2.3221954495706862,2,3.471561211409714,5.793756660980401,2,-0.2012675845367574,0.3,0.0,4002.4,4.002,1.0,3.0
1764,1764,2019-03-23,8,1,37.0,14.0,1,2.6390573296152584,1,3.610917912644224,6.249975242259483,1,0.8522693512172018,0.4545454545454545,2.2574910575041254,4014.75,2.082,1.0,3.0
1765,1765,2019-03-23,9,1,1608.0,248.0,1,5.513428746164983,1,7.382746449738912,12.896175195903892,1,0.0,0.0,0.0,4006.44,2.416,1.0,3.0
1766,1766,2019-03-23,10,1,38.0,21.0,1,3.044522437723423,1,3.6375861597263857,7.682108597449808,1,1.0475602632886096,0.4545454545454545,0.0,3996.28,-1.224,0.0,3.0
1767,1767,2019-03-23,11,3,54.0,19.33333333333333,3,2.2448638866576496,3,2.9271339692274587,5.505331189218442,3,0.3842193048159492,0.2535353535353535,-2.498968001121716,4001.36,-2.904,0.0,3.0
1768,1768,2019-03-23,12,1,217.0,101.0,1,4.61512051684126,1,5.37989735354046,10.99501787038172,1,0.7496603093442071,0.7272727272727273,0.0,3990.62,-2.876,0.0,3.0
1769,1769,2019-03-23,13,2,11.5,6.0,2,1.1989476363991851,2,1.868834809141684,4.067782445540869,2,0.0,0.0,2.099956873604834,3989.19,-5.112,0.0,3.0
1770,1770,2019-03-23,14,5,20.4,8.2,5,1.3234805955948956,5,2.0199424028998147,4.543422998494711,5,0.2129048269010741,0.0666666666666666,0.0,3990.0,-3.288,0.0,3.0
1771,1771,2019-03-23,15,6,27.166666666666668,8.5,6,1.2972040027226728,6,2.064315178684335,4.528185848073675,6,-0.0522219738880062,0.2490740740740741,0.0506933866823794,4001.23,0.99,1.0,3.0
1772,1772,2019-03-23,16,4,24.75,9.0,4,1.4157401200339863,4,1.943293420120634,4.35903354015462,4,-0.2928060866066552,0.2187499999999999,1.1873003625937628,3990.52,-2.168,0.0,3.0
1773,1773,2019-03-23,17,4,23.0,9.25,4,1.0621238105123396,4,1.3968121646000624,3.458935975112402,4,0.302067651064371,0.18125,-0.0608592554233725,3989.02,-0.32,0.0,3.0
1774,1774,2019-03-23,18,5,147.4,41.6,5,1.7039180632031918,5,2.389107740999481,5.2930258042026725,5,0.3406380397151534,0.1970833333333333,0.0632058523881132,3992.87,0.736,1.0,3.0
1775,1775,2019-03-23,19,3,18.0,8.0,3,1.517958963866847,3,2.092840474721948,4.944132771922129,3,0.7209550463550659,0.3833333333333333,0.0,3990.99,0.198,1.0,3.0
1776,1776,2019-03-23,20,5,45.4,19.8,5,1.6110315463639355,5,2.135827190921564,5.346858737285499,5,0.3034116218880378,0.4509090909090908,0.7942600340605457,3991.46,-1.954,0.0,3.0
1777,1777,2019-03-23,21,4,13.25,3.25,4,0.9678002527269728,4,2.22703840333038,4.194838656057353,4,-0.1145879734614027,0.15,0.0,3994.5,0.796,1.0,3.0
1778,1778,2019-03-23,22,2,10.0,3.5,2,0.9729550745276566,2,1.4978661367769954,3.970821211304652,2,0.0,0.0,1.0100792118435815,3995.35,1.266,1.0,3.0
1779,1779,2019-03-23,23,2,0.5,0.0,2,0.0,2,0.0,1.0,2,0.0,0.0,0.0,4006.01,2.628,1.0,3.0
1780,1780,2019-03-24,0,1,0.0,0.0,1,0.0,1,0.0,1.0,1,0.0,0.0,0.0,4000.87,1.976,1.0,3.0
1781,1781,2019-03-24,1,4,16.25,2.0,4,0.6931471805599453,4,2.439326260589512,3.132473441149457,4,0.1151554117595122,0.5,1.0800330467190038,3993.62,0.432,1.0,3.0
1782,1782,2019-03-24,4,2,38.5,17.0,2,2.76669474436376,2,3.562239131246712,6.828933875610472,2,0.830008423309128,0.325,3.0832337360885904,3992.25,-2.752,0.0,3.0
1783,1783,2019-03-24,6,3,17.333333333333332,3.6666666666666665,3,1.1945063128187032,3,2.7500325841909485,3.944538897009652,3,-0.3944538897009651,0.6,0.0,3986.9,-1.344,0.0,3.0
1784,1784,2019-03-24,7,2,3.5,1.0,2,0.0,2,0.9729550745276566,1.4729550745276567,2,-0.0972955074527656,0.3,0.0,3981.61,0.398,1.0,3.0
1785,1785,2019-03-24,8,1,492.0,179.0,1,5.187385805840755,1,6.198478716492308,11.385864522333062,1,1.5526178894090532,0.4545454545454545,0.0,3984.98,-0.604,0.0,3.0
1786,1786,2019-03-24,11,4,48.25,17.75,4,2.835089049904738,4,3.8318195770061383,7.166908626910876,4,4.051315841340401,0.3,2.5080359814218203,3992.42,1.104,1.0,3.0
1787,1787,2019-03-24,12,2,12.5,2.5,2,0.8047189562170501,2,1.6094379124341005,3.9141568686511503,2,0.0,0.0,2.248854855538093,3993.3,2.338,1.0,3.0
1788,1788,2019-03-24,13,3,58.333333333333336,21.33333333333333,3,1.3810449087971777,3,2.1740309327233844,4.888409174853895,3,0.0,0.0,0.0,3995.62,2.128,1.0,3.0
1789,1789,2019-03-24,14,4,153.25,44.5,4,1.69068237673297,4,2.505273198652598,5.195955575385567,4,-0.1638469222900135,0.3,0.3045513962316315,3994.91,0.32,1.0,3.0
1790,1790,2019-03-24,15,9,13.0,3.555555555555556,9,0.6416168383938232,9,1.640585567544269,3.504424628160315,9,0.0919206772051997,0.3091470258136924,0.577581048346305,3992.9,-1.052,0.0,3.0
1791,1791,2019-03-24,16,14,9.5,2.642857142857143,14,0.6725984610991037,14,1.7627232436027251,3.5781788475589718,14,0.2431024940728507,0.2553571428571429,-0.1616660794719776,3989.57,-0.57,0.0,3.0
1792,1792,2019-03-24,17,9,56.333333333333336,12.88888888888889,9,1.1923517362281868,9,2.704754127334665,4.897105863562852,9,-0.1401378029422946,0.2874338624338624,0.3166018608749176,3988.65,-0.93,0.0,3.0
1793,1793,2019-03-24,18,4,9.25,2.25,4,0.7225929394740411,4,1.4157401200339863,3.388333059508028,4,0.0249999999999999,0.2,1.4937731134963357,3984.6,-2.204,0.0,3.0
1794,1794,2019-03-24,19,15,4040.533333333333,147.73333333333332,15,2.3240797434394054,15,4.496933392087885,7.887679802193958,15,-0.0908471192855173,0.2661111111111111,1.8664189245696012,3983.45,-2.292,0.0,3.0
1795,1795,2019-03-24,20,3,234.66666666666663,83.66666666666667,3,2.8862309178966457,3,4.638922220679003,8.525153138575648,3,0.9206166840396588,0.3223569023569023,-0.0066199173690817,3981.25,-2.33,0.0,3.0
1796,1796,2019-03-24,21,2,24.0,9.0,2,2.0871936349478184,2,3.133600274270681,6.7207939092185,2,0.0,0.0,-2.097581287615421,3984.5,-1.014,0.0,3.0
1797,1797,2019-03-24,22,2,12.5,4.0,2,1.039720770839918,2,2.418140953475739,4.457861724315657,2,0.0,0.0,1.589178892941577,3986.57,-0.416,0.0,3.0
1798,1798,2019-03-24,23,2,0.0,0.0,2,0.0,2,0.0,1.5,2,0.0,0.0,0.1909,3992.18,1.516,1.0,3.0
1799,1799,2019-03-25,0,2,0.0,0.0,2,0.0,2,0.0,0.5,2,0.0,0.0,0.0,3986.0,0.51,1.0,3.0
1800,1800,2019-03-25,1,10,10.9,2.1,10,0.4564348191467836,10,1.7045017669901137,2.360936586136897,10,0.0903184829109027,0.2425,0.8233971324588782,3995.0,2.75,1.0,3.0
1801,1801,2019-03-25,2,1,212.0,7.0,1,1.9459101490553128,1,5.356586274672012,7.302496423727326,1,0.0,0.0,0.0,3994.47,1.994,1.0,3.0
1802,1802,2019-03-25,3,3,28.0,10.666666666666666,3,1.353481003515473,3,2.882740484607547,4.236221488123021,3,0.1642646699677673,0.5515151515151514,-0.8088418185154094,3996.63,2.012,1.0,3.0
1803,1803,2019-03-25,4,2,755.0,24.5,2,2.4636268425786025,2,5.548136505610744,8.011763348189346,2,2.5342992405631444,0.8,4.750273131939978,3986.84,-1.068,0.0,3.0
1804,1804,2019-03-25,5,1,11.0,1.0,1,0.0,1,2.3978952727983707,2.3978952727983707,1,0.0,0.0,0.0,3991.46,1.092,1.0,3.0
1805,1805,2019-03-25,7,1,1276.0,177.0,1,5.176149732573829,1,7.151485463904735,12.327635196478564,1,0.0,0.0,0.0,3993.72,-0.15,0.0,3.0
1806,1806,2019-03-25,8,3,191.0,20.33333333333333,3,1.3647815207407,3,3.8503048836247538,5.215086404365454,3,-0.0346573590279972,0.1111111111111111,-0.3135679779276639,3995.87,-0.152,0.0,3.0
1807,1807,2019-03-25,9,5,26.4,10.2,5,1.6074440062266024,5,3.2197067109464443,5.027150717173047,5,-0.0901167689072708,0.2666666666666666,0.3490984901126283,3993.52,1.336,1.0,3.0
1808,1808,2019-03-25,10,6,38.66666666666666,13.166666666666666,6,1.961292285425155,6,3.173825213306376,5.301784165398197,6,0.2243925675637166,0.2513888888888889,1.231008687536978,3988.21,-0.65,0.0,3.0
1809,1809,2019-03-25,11,1,0.0,0.0,1,0.0,1,0.0,1.0,1,0.0,0.0,0.0,3986.39,-1.374,0.0,3.0
1810,1810,2019-03-25,12,7,84.28571428571429,31.285714285714285,7,2.19318355286028,7,3.183255851214493,6.662153689789059,7,1.039089679394009,0.275,2.4311989586799307,3978.18,-3.108,0.0,3.0
1811,1811,2019-03-25,13,2,79.0,34.5,2,3.4820678062091224,2,4.229782039289801,8.711849845498921,2,0.5334800229574829,0.2272727272727272,0.7567676372351955,3978.81,-3.412,0.0,3.0
1812,1812,2019-03-25,14,5,40.0,18.4,5,1.964368712699124,5,2.3912143280092164,6.15558304070834,5,0.9569370696808864,0.1806349206349206,1.6559385412643557,3979.12,-2.88,0.0,3.0
1813,1813,2019-03-25,15,3,277.3333333333333,47.66666666666666,3,1.8806356903127048,3,3.066359059899157,6.280328083545196,3,0.338629436111989,0.3,0.4776932578753126,3962.92,-5.058,0.0,3.0
1814,1814,2019-03-25,16,5,26.2,13.6,5,1.7018322039437948,5,2.0980324977171114,5.199864701660905,5,1.0134878329977677,0.3554761904761904,1.9019036667081,3978.39,-1.6,0.0,3.0
1815,1815,2019-03-25,17,3,13.333333333333334,2.6666666666666665,3,0.6931471805599453,3,1.2211872153765488,2.914334395936494,3,-0.2247667729269827,0.1999999999999999,0.0,3962.0,-3.236,0.0,3.0
1816,1816,2019-03-25,18,4,46.5,18.75,4,1.2424533248940002,4,2.0123567642776736,4.504810089171674,4,1.207205883331419,0.375,0.18641550457965,3916.72,-12.418,0.0,3.0
1817,1817,2019-03-25,19,6,33.0,13.166666666666666,6,2.0043314306127358,6,3.0382937233221488,6.375958487268218,6,0.2477681373055716,0.6,0.3493456168681444,3922.22,-11.38,0.0,3.0
1818,1818,2019-03-25,20,2,17.0,10.5,2,1.5222612188617115,2,1.74825378073324,4.270514999594951,2,-0.3770514999594951,0.3,0.0,3913.73,-9.838,0.0,3.0
1819,1819,2019-03-25,21,5,12.6,7.6,5,1.13874642776054,5,1.2953944725779365,3.634140900338477,5,-0.0541571974286495,0.36,0.0,3907.39,-14.2,0.0,3.0
1820,1820,2019-03-25,22,3,68.0,29.666666666666668,3,3.1399572319568434,3,3.92258457085031,8.062541802807154,3,-0.2470058293988722,0.1999999999999999,1.920564088196187,3936.0,-5.2,0.0,3.0
1821,1821,2019-03-25,23,3,10843.0,1237.0,3,2.7396855536868663,3,3.6943243244035977,7.767343211423797,3,0.0,0.0333333333333333,0.0,3936.12,3.88,1.0,3.0
1822,1822,2019-03-26,0,1,0.0,0.0,1,0.0,1,0.0,1.0,1,0.6,0.95,0.0,3934.2,2.396,1.0,3.0
1823,1823,2019-03-26,1,6,134.83333333333334,32.0,6,1.0567265506212922,6,1.7929767210992154,3.3497032717205077,6,0.2118963838812687,0.2160714285714285,-0.0624782161084031,3941.49,5.552,1.0,3.0
1824,1824,2019-03-26,2,5,943.4,115.8,5,2.677725543796409,5,4.3899694147227,7.067694958519108,5,0.012668406657354,0.2123989898989899,-1.29649753625752,3947.95,8.112,1.0,3.0
1825,1825,2019-03-26,3,3,176.0,28.666666666666668,3,1.4847824320845024,3,2.5492620151469776,4.03404444723148,3,0.0,0.0,-0.0683905218152479,3937.26,0.252,1.0,3.0
1826,1826,2019-03-26,4,1,73.0,10.0,1,2.302585092994046,1,4.290459441148391,6.593044534142437,1,-0.6593044534142437,0.6,0.0,3937.0,0.176,1.0,3.0
1827,1827,2019-03-26,5,1,10.0,1.0,1,0.0,1,2.302585092994046,2.302585092994046,1,-0.1151292546497023,0.3333333333333333,0.0,3933.71,-0.098,0.0,3.0
1828,1828,2019-03-26,7,2,19.0,8.5,2,1.416606672028108,2,1.8187930798631928,3.735399751891301,2,1.8676998759456505,0.3666666666666666,0.0,3925.98,-4.394,0.0,3.0
1829,1829,2019-03-26,8,2,112.5,47.0,2,3.6838542861871857,2,4.508013601164925,8.69186788735211,2,0.4717966261259596,0.25,4.90868675795033,3938.84,0.316,1.0,3.0
1830,1830,2019-03-26,9,6,511.8333333333333,87.33333333333333,6,3.067256035464411,6,4.5519727056907495,7.785895407821827,6,1.1768737740552624,0.4388888888888889,2.672277402848694,3927.86,-1.828,0.0,3.0
1831,1831,2019-03-26,10,5,32.6,14.6,5,1.5964149750162404,5,2.678363871834551,4.474778846850791,5,-0.1631874947355085,0.24,-0.5972917835071948,3928.91,-0.96,0.0,3.0
1832,1832,2019-03-26,11,5,1.2,0.4,5,0.138629436111989,5,0.358351893845611,0.8969813299575999,5,0.2884906649788,0.26,0.4673259817365708,3918.06,-1.18,0.0,3.0
1833,1833,2019-03-26,12,7,85.57142857142857,36.285714285714285,7,1.7650063175203676,7,2.454959705583218,5.362823165960729,7,1.2345283705290453,0.1714285714285714,0.7465658457250104,3903.13,-4.57,0.0,3.0
1834,1834,2019-03-26,13,6,83.83333333333333,33.0,6,2.328020008462117,6,3.3537636524709757,6.84845032759976,6,-0.1188015704559062,0.1934343434343434,1.0883693852111196,3909.02,-5.964,0.0,3.0
1835,1835,2019-03-26,14,6,45.0,16.333333333333332,6,1.1143101578447263,6,2.3434208640161085,4.791064355194169,6,-0.0672090242591939,0.2296296296296296,0.15957952818003,3933.39,1.106,1.0,3.0
1836,1836,2019-03-26,15,6,109.16666666666669,6.5,6,1.226259366818392,6,2.6404386604074017,5.033364693892461,6,0.3837750630842012,0.2916666666666667,0.6332575530753366,3942.01,2.62,1.0,3.0
1837,1837,2019-03-26,16,11,6589.636363636364,318.6363636363636,11,3.5952462873026545,11,5.808761858286872,10.585826327407707,11,1.4116103580603536,0.3425344352617079,3.351161481634422,3938.5,4.088,1.0,3.0
1838,1838,2019-03-26,17,6,6683.166666666667,515.0,6,3.343557609773553,6,4.523270201945536,9.20016114505242,6,0.3113505985062877,0.0833333333333333,1.7976319789955308,3930.57,5.488,1.0,3.0
1839,1839,2019-03-26,18,3,11.666666666666666,4.666666666666667,3,0.8796857765384195,3,1.858649701048772,4.405002144253858,3,-0.1874937864426988,0.3948412698412698,-0.1168089267901646,3942.45,6.686,1.0,3.0
1840,1840,2019-03-26,19,4,896.0,64.5,4,2.183076142758296,4,3.4032659604665705,6.836342103224866,4,1.87801917838396,0.5224537037037037,3.520078242338249,3933.02,-0.074,0.0,3.0
1841,1841,2019-03-26,20,7,42.285714285714285,9.571428571428571,7,1.3094840692067145,7,2.4673206764057327,5.062519031326732,7,0.2676810198479978,0.1571428571428571,1.600666574615976,3929.11,-2.58,0.0,3.0
1842,1842,2019-03-26,21,4,8.0,1.0,4,0.2746530721670274,4,1.6078327704833697,3.382485842650397,4,1.159133988558739,0.3084821428571428,1.124069732338587,3927.04,-2.292,0.0,3.0
1843,1843,2019-03-26,22,5,18.6,9.2,5,1.5241410173676524,5,2.027474640076448,4.9516156574441,5,-0.375912332754336,0.2883333333333333,1.277091410772944,3935.08,0.902,1.0,3.0
1844,1844,2019-03-26,23,2,23.0,11.0,2,1.545521226679158,2,2.661504989569204,5.207026216248362,2,-1.1706921780093935,0.2,0.746168771060531,3948.55,1.22,1.0,3.0
1845,1845,2019-03-27,0,3,18.33333333333333,3.6666666666666665,3,0.7675283643313486,3,1.939037053321068,3.0398987509857505,3,-0.2706565417652417,0.3999999999999999,0.0,3962.63,5.922,1.0,3.0
1846,1846,2019-03-27,1,2,10.0,6.0,2,1.2424533248940002,2,1.4978661367769954,3.740319461670996,2,0.0,0.0,0.17,3987.43,11.664,1.0,3.0
1847,1847,2019-03-27,2,1,955.0,43.0,1,3.7612001156935615,1,6.86171134048073,10.622911456174291,1,0.0,0.0,0.0,3990.78,12.748,1.0,3.0
1848,1848,2019-03-27,3,1,18.0,6.0,1,1.791759469228055,1,2.8903717578961645,4.68213122712422,1,0.0,0.0,0.0,3991.59,11.302,1.0,3.0
1849,1849,2019-03-27,4,1,11.0,1.0,1,0.0,1,2.3978952727983707,2.3978952727983707,1,-0.239789527279837,0.6,0.0,3992.32,8.754,1.0,3.0
1850,1850,2019-03-27,7,1,11.0,1.0,1,0.0,1,2.3978952727983707,2.3978952727983707,1,-0.239789527279837,0.6,0.0,4000.0,1.844,1.0,3.0
1851,1851,2019-03-27,8,3,41.0,19.33333333333333,3,2.233166780053893,3,3.453848370254488,6.0203484836417145,3,-0.3253974662738114,0.3999999999999999,0.8981044029845235,3999.03,1.488,1.0,3.0
1852,1852,2019-03-27,9,4,17.75,7.75,4,1.6025437204915418,4,2.229997017742131,4.332540738233672,4,0.0202853217232241,0.1208333333333333,-0.8582408551390966,3996.98,0.932,1.0,3.0
1853,1853,2019-03-27,10,7,26.428571428571427,13.142857142857142,7,1.0389140560814352,7,1.9517656254957283,3.4192511101485925,7,0.6116047617034399,0.2428571428571428,0.9348876209761616,4017.96,2.896,1.0,3.0
1854,1854,2019-03-27,11,2,0.5,0.0,2,0.0,2,0.0,1.0,2,0.0,0.0,0.0,4033.22,7.218,1.0,3.0
1855,1855,2019-03-27,12,6,35.666666666666664,15.666666666666666,6,0.7572157970450006,6,1.8311643672323648,3.755046830944032,6,0.0120243876942255,0.4321759259259259,0.2605854382912937,4016.46,3.292,1.0,3.0
1856,1856,2019-03-27,13,28,17.357142857142858,4.321428571428571,28,0.5707034029007961,28,2.035764407959658,3.64218209657474,28,0.1823551584116945,0.3471167027417027,0.657933703908696,4019.81,4.156,1.0,3.0
1857,1857,2019-03-27,14,7,11.0,3.857142857142857,7,0.6578814551411558,7,1.8501232941774224,3.793719035032864,7,-0.0675467450335974,0.3125,0.2706987258379581,4017.5,4.104,1.0,3.0
1858,1858,2019-03-27,15,7,17.142857142857142,9.428571428571429,7,1.596338723163527,7,2.120869930662876,5.145780082397832,7,1.461974876744637,0.5155844155844156,1.3855807056134315,4021.49,0.706,1.0,3.0
1859,1859,2019-03-27,16,5,62.8,23.4,5,1.8695852069857493,5,2.8270944484917,5.896679655477449,5,-0.57089931994453,0.29,1.4326690317724222,4016.1,-3.424,0.0,3.0
1860,1860,2019-03-27,17,8,109.75,6.875,8,1.2982392127225526,8,2.318049554982517,4.86628876770507,8,0.2001276488364874,0.1130681818181817,-0.2718205411772084,4022.84,1.276,1.0,3.0
1861,1861,2019-03-27,18,4,8.0,2.75,4,0.5756462732485115,4,1.35733640723861,3.1829826804871217,4,0.5125473693764022,0.2495265151515151,0.4355682424495166,4018.69,-0.224,0.0,3.0
1862,1862,2019-03-27,19,5,51.8,22.4,5,0.9400960731584832,5,1.9499506905188173,4.090046763677301,5,0.1313823201552881,0.255,0.2416088194146071,4020.12,0.524,1.0,3.0
1863,1863,2019-03-27,20,6,2074.0,53.66666666666666,6,2.021647084528688,6,3.374981045941533,6.563294797136887,6,1.1984397953651784,0.4388888888888889,1.9867951447638368,4023.48,0.398,1.0,3.0
1864,1864,2019-03-27,21,8,11.625,5.125,8,0.5345832648770069,8,1.0319136014731998,3.0664968663502066,8,0.175,0.1770833333333333,0.6103660814558589,4018.27,0.434,1.0,3.0
1865,1865,2019-03-27,22,19,3.684210526315789,0.9473684210526316,19,0.2767102827383043,19,0.6701491899260273,1.9994910516117,19,0.1394776716469083,0.4021929824561403,0.1196830827542637,4027.79,0.99,1.0,3.0
1866,1866,2019-03-27,23,7,11.714285714285714,4.571428571428571,7,1.155815530869143,7,2.2866577686528813,4.585330442379167,7,0.5857506552887636,0.0714285714285714,0.3715462733806028,4038.05,3.872,1.0,3.0
1867,1867,2019-03-28,0,2,1.5,1.0,2,0.3465735902799726,2,0.3465735902799726,1.1931471805599454,2,0.0,0.0,0.0,4030.39,2.054,1.0,3.0
1868,1868,2019-03-28,1,2,0.5,0.0,2,0.0,2,0.0,1.0,2,0.0,0.0,0.34,4028.58,1.02,1.0,3.0
1869,1869,2019-03-28,2,2,48.5,27.0,2,2.649158683274018,2,3.384246605824315,6.033405289098333,2,1.443732053062319,0.3999999999999999,3.760550380757175,4029.5,2.246,1.0,3.0
1870,1870,2019-03-28,3,4,219.75,21.5,4,2.2589967462078517,4,3.5023413376429757,5.761338083850827,4,-0.0850299345415539,0.15,0.9046020686849312,4014.83,-2.592,0.0,3.0
1871,1871,2019-03-28,4,1,17.0,5.0,1,1.6094379124341005,1,2.833213344056216,4.442651256490317,1,-0.4442651256490317,0.6,0.0,4014.0,-4.81,0.0,3.0
1872,1872,2019-03-28,5,2,8.0,2.0,2,0.6931471805599453,2,2.0715673631957663,2.764714543755712,2,-0.2764714543755712,0.6,0.0,4027.49,-0.58,0.0,3.0
1873,1873,2019-03-28,6,5,43.6,17.4,5,1.6952742393791964,5,2.963642177158834,4.85891641653803,5,0.3878898021809817,0.5754545454545454,1.5799683300639642,4024.06,-0.904,0.0,3.0
1874,1874,2019-03-28,7,4,13.0,3.5,4,1.170532806781055,4,2.54641361107495,3.716946417856005,4,-0.3716946417856005,0.6,0.0,4025.91,-0.718,0.0,3.0
1875,1875,2019-03-28,8,10,13.6,4.4,10,0.5981414211254481,10,1.9602368674756456,2.8583782886010938,10,0.0351832775790191,0.42,0.601474920040119,4021.8,1.394,1.0,3.0
1876,1876,2019-03-28,9,4,26.75,12.75,4,1.4978661367769956,4,2.469862743676972,4.467728880453967,4,0.3873278305575237,0.2291666666666666,0.0,4023.12,1.824,1.0,3.0
1877,1877,2019-03-28,10,3,35.666666666666664,10.0,3,1.7807780839882703,3,2.6523924411531588,4.7665038584747625,3,0.0,0.0,0.0,4016.67,-2.164,0.0,3.0
1878,1878,2019-03-28,11,6,219.5,25.33333333333333,6,1.2955289467470892,6,2.9652020566759334,4.5940643367563565,6,2.6107394863213247,0.2333333333333333,2.351413333242294,4017.04,-1.404,0.0,3.0
1879,1879,2019-03-28,12,3,107.33333333333331,50.333333333333336,3,2.4849066497880004,3,3.4691968768470978,6.954103526635098,3,-0.7784615709549918,0.1333333333333333,1.4640582495707226,4016.56,-1.87,0.0,3.0
1880,1880,2019-03-28,13,9,98.66666666666669,23.33333333333333,9,2.6922864256293577,9,3.5485290130766605,7.351926549817128,9,-0.1810975688302131,0.2083754208754208,0.7822887997544198,4027.47,1.134,1.0,3.0
1881,1881,2019-03-28,14,7,305.42857142857144,80.71428571428571,7,1.8155753392736569,7,2.607259608868634,5.708549233856577,7,-0.2938756551875254,0.225,1.034218410123663,4034.0,2.176,1.0,3.0
1882,1882,2019-03-28,15,7,62.0,12.857142857142858,7,1.9820762712019624,7,2.9818121917711093,6.3924598915445,7,0.6943822446909271,0.2523500309214594,2.911631175401177,4030.49,2.764,1.0,3.0
1883,1883,2019-03-28,16,3,2004.3333333333333,69.0,3,3.4469139943779,3,5.55863170154755,10.00554569592545,3,-0.1554520548709882,0.1999999999999999,1.465598050578343,4022.95,1.182,1.0,3.0
1884,1884,2019-03-28,17,2,1604.0,907.0,2,3.751644815337541,2,4.036701484493203,8.788346299830744,2,3.315338519932298,0.35,2.993750683498865,4024.7,1.628,1.0,3.0
