,date2,hour,favorites count,favorites mean,retweets mean,retweets count,RT_score mean,RT_score count,fav_score mean,Daily Weight mean,Daily Weight count,blob_sent mean,subjectivity mean,vader_sent mean
33,2019-01-02,13,2,13.0,9.0,2,1.416606672028108,2,1.6094379124341003,4.526044584462208,2,0.248372213471112,0.34375,0.20774390055824993
34,2019-01-02,14,8,22.75,8.75,8,1.3820261458564087,8,2.694942968587549,5.2019691144439575,8,-0.22634011412040816,0.425,0.2815197837470303
35,2019-01-02,15,4,343.25,100.5,4,4.416968388734222,4,5.596908912745166,11.013877301479388,4,0.45589544711915764,0.075,0.6007252617363533
36,2019-01-02,16,6,49.666666666666664,20.666666666666668,6,2.741639452200605,6,3.7819876325830974,7.856960418117036,6,0.10818993359556851,0.35909090909090907,0.9852428391814708
37,2019-01-02,17,3,20.0,7.333333333333333,3,1.3296613488547582,3,2.6818627602678426,5.0115241091226,3,-0.12575295740799272,0.5333333333333333,0.8862043501152287
38,2019-01-02,18,10,88.7,33.7,10,1.4149694464067475,10,2.0314002643233975,4.446369710730145,10,0.6981499657028425,0.375,1.9118120578011788
39,2019-01-02,19,3,2.3333333333333335,0.0,3,0.0,3,0.8283022165960001,2.494968883262667,3,1.1670304449093096,0.3,0.37780116312664197
40,2019-01-02,20,7,20.0,7.142857142857143,7,0.9929735383489405,7,2.2790706507508887,4.414901331956972,7,0.44992124451286675,0.18571428571428572,1.50124110250443
41,2019-01-02,21,6,63.5,7.5,6,1.2296264847046454,6,2.810332796747536,5.039959281452181,6,-0.2520738109414944,0.4666666666666666,-0.07261965947814046
42,2019-01-02,22,5,44.2,19.6,5,2.540085473127948,5,3.363250850668236,7.103336323796185,5,-0.29301927847583,0.5254545454545454,0.354958831999023
43,2019-01-02,23,2,25.5,12.0,2,1.5890269151739729,2,2.719039654461598,5.308066569635571,2,-0.13047189562170503,0.3,3.557775024045039
44,2019-01-03,0,2,873.0,115.0,2,4.545158664688226,2,6.471091762761118,11.016250427449343,2,0.8512287781341956,0.22727272727272724,3.56801738510732
45,2019-01-03,1,4,7972.75,576.25,4,2.885305333531269,4,5.27532840134112,8.16063373487239,4,3.5204490083075717,0.3625,2.827808110698565
46,2019-01-03,2,4,14.75,1.0,4,0.34657359027997264,4,1.7269388197455342,2.073512410025507,4,-0.13671598989652145,0.4125,-0.7081600453503186
47,2019-01-03,3,4,10.5,3.5,4,0.6212266624470001,4,1.8283050967725754,2.4495317592195756,4,0.037361951538648734,0.5148809523809523,0.43274406381740427
48,2019-01-03,4,6,2365.1666666666665,94.0,6,3.046518761887505,6,4.435378731478713,7.648564160032884,6,0.0,0.25353535353535356,1.2608972608945768
49,2019-01-03,5,3,17.0,1.0,3,0.23104906018664842,3,2.6620549534442426,2.8931040136308908,3,-0.2893104013630891,0.6,0.13121920771796328
50,2019-01-03,6,1,28.0,1.0,1,0.0,1,3.332204510175204,3.332204510175204,1,-0.3332204510175204,0.6,0.0
51,2019-01-03,7,1,4.0,1.0,1,0.0,1,1.3862943611198906,1.3862943611198906,1,0.0,0.0,0.0
52,2019-01-03,9,3,32.0,9.666666666666666,3,1.7490080240534953,3,3.4510961581547814,5.53343751554161,3,-0.5593570330068965,0.29444444444444445,-0.6029154396117887
53,2019-01-03,10,9,144.22222222222223,62.888888888888886,9,2.130012223461821,9,3.1170032564222043,5.247015479884025,9,0.9509807437784521,0.45976430976430976,1.711926404064388
54,2019-01-03,11,4,468.75,208.5,4,3.76950645447558,4,4.842683261426302,8.86218971590188,4,-0.2025360115241944,0.5645833333333333,2.796609381130376
55,2019-01-03,12,6,210.0,71.16666666666667,6,3.385691745793275,6,4.960090108827855,9.512448521287796,6,0.7205793904903351,0.15,4.532887754007855
56,2019-01-03,14,6,360.1666666666667,84.5,6,2.5251733176973343,6,4.32646899979218,8.01830898415618,6,0.7646047971583793,0.3693980622552051,1.6896212783281117
57,2019-01-03,15,8,17.25,7.75,8,0.8535890089552105,8,2.185108439329502,4.163697448284713,8,-0.18516792623601006,0.08143939393939394,0.2403827376534757
58,2019-01-03,16,6,20.666666666666668,9.0,6,1.5330446317903188,6,2.514701766416539,5.214413064873525,6,-0.10495189618713031,0.2916666666666667,-0.27257740496128574
59,2019-01-03,17,7,148.42857142857142,20.428571428571427,7,1.4850710374349254,7,3.2852003939398857,5.770271431374811,7,0.397058823467385,0.4309523809523809,1.2181539499630194
60,2019-01-03,18,5,1671.6,110.0,5,3.5664409763216485,5,5.620500087979456,10.386941064301105,5,0.29878445587103836,0.29500000000000004,2.0686123679464146
61,2019-01-03,19,4,39.25,12.75,4,2.1009501260152867,4,3.0474781938326623,6.14842831984795,4,0.8935585369897059,0.0375,2.386386299990687
62,2019-01-03,20,9,232.44444444444446,18.88888888888889,9,1.2074916597641818,9,2.9156977671955957,5.456522760293111,9,0.3548945166410753,0.29814814814814816,-0.02365908154538627
63,2019-01-03,21,5,177.8,25.0,5,0.9656627474604603,5,2.4140505844775277,4.379713331937988,5,0.42497182156805585,0.5258585858585858,1.7107622826205258
64,2019-01-03,22,5,2727.8,151.0,5,3.560080582325058,5,5.803224817771458,10.563305400096516,5,0.27654858871629184,0.03999999999999998,-0.05852631733211675
65,2019-01-03,23,3,242810.66666666666,52099.666666666664,3,8.509046613666955,3,10.84809061074555,20.3571372244125,3,1.845796877095846,0.1111111111111111,-5.5689759432349595
66,2019-01-04,0,4,656.25,32.5,4,3.305955472535211,4,5.2783312034277605,8.834286675962971,4,0.0,0.07083333333333333,1.0705018330546308
67,2019-01-04,1,2,0.0,0.0,2,0.0,2,0.0,0.0,2,0.0,0.75,0.0
68,2019-01-04,2,2,41.0,18.0,2,1.791759469228055,2,3.061246404757193,5.353005873985248,2,0.6964259592767532,0.2083333333333333,-0.4577468545134244
69,2019-01-04,3,2,42.5,7.0,2,1.5890269151739729,2,3.6017027605415475,5.19072967571552,2,-0.5190729675715521,0.6,0.0
70,2019-01-04,4,5,265.6,31.4,5,2.8452547214331476,5,4.453190068655032,7.498444790088179,5,-0.4060491994531633,0.19444444444444445,1.593348141286858
71,2019-01-04,5,5,93.8,21.0,5,1.5828504557484884,5,2.752138210760033,4.334988666508521,5,-0.35509027018592737,0.5,2.0906240931385085
72,2019-01-04,6,2,181.0,32.5,2,2.418140953475739,2,4.083108134296071,6.501249087771811,2,0.3505516814217819,0.8,2.9314820709878617
73,2019-01-04,7,1,20.0,2.0,1,0.6931471805599453,1,2.995732273553991,3.6888794541139363,1,-0.36888794541139364,0.6,0.0
